SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 11 0 0
4 16 0 0
5 21 0 0
6 27 0 0
7 31 0 0
8 34 0 0
9 40 0 0
10 40 1 2
11 48 1 2
12 49 1 4
13 51 1 5
14 52 1 7
15 54 1 8
16 52 1 12
17 49 1 16
18 51 1 16
19 55 1 17
20 55 1 19
21 52 1 23
22 53 1 25
23 53 1 25
24 54 1 27
25 55 1 31
26 56 1 32
27 57 1 34
28 58 1 35
29 59 1 35
30 58 1 38
