ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-03-03 10:09:21
2	0	0	0	0	0	2018-03-03 10:09:34
3	2	0	0	0	0	2018-03-03 10:10:11
4	3	4	3	1	0.75	2018-03-03 10:15:12
5	4	11	9	2	0.818182	2018-03-03 10:20:12
6	6	17	12	5	0.705882	2018-03-03 10:25:12
7	7	24	17	7	0.708333	2018-03-03 10:30:12
8	9	29	21	8	0.724138	2018-03-03 10:35:12
9	10	36	27	9	0.75	2018-03-03 10:40:12
10	12	43	32	11	0.744186	2018-03-03 10:45:12
11	13	49	36	13	0.734694	2018-03-03 10:50:12
12	15	53	40	13	0.754717	2018-03-03 10:55:12
13	16	58	40	18	0.689655	2018-03-03 11:00:13
14	17	67	48	19	0.716418	2018-03-03 11:05:13
15	18	72	52	20	0.722222	2018-03-03 11:10:13
16	19	74	54	20	0.72973	2018-03-03 11:15:13
17	21	78	58	20	0.74359	2018-03-03 11:20:13
18	22	81	60	21	0.740741	2018-03-03 11:25:13
19	23	83	61	22	0.73494	2018-03-03 11:30:13
20	24	84	62	22	0.738095	2018-03-03 11:35:13
21	24	86	64	22	0.744186	2018-03-03 11:40:13
22	25	92	69	23	0.75	2018-03-03 11:45:14
23	25	94	70	24	0.744681	2018-03-03 11:50:14
24	25	96	72	24	0.75	2018-03-03 11:55:14
25	25	98	74	24	0.755102	2018-03-03 12:00:14
26	25	99	75	24	0.757576	2018-03-03 12:05:14
27	26	103	78	25	0.757282	2018-03-03 12:10:14
28	26	107	81	26	0.757009	2018-03-03 12:15:14
29	26	109	83	26	0.761468	2018-03-03 12:20:14
30	26	112	86	26	0.767857	2018-03-03 12:25:15
31	26	114	88	26	0.77193	2018-03-03 12:30:15
32	27	115	89	26	0.773913	2018-03-03 12:35:15
