ID PLAYER ALL_REQUEST ACCEPTS REJECTS FAIRNESS TIMESTAMP
1	0	0	0	0	0	2018-03-01 20:22:42
2	2	4	3	1	0.75	2018-03-01 20:27:42
3	3	10	8	2	0.8	2018-03-01 20:32:42
4	5	15	10	5	0.666667	2018-03-01 20:37:42
5	6	22	14	8	0.636364	2018-03-01 20:42:42
6	8	27	18	9	0.666667	2018-03-01 20:47:42
7	9	35	25	10	0.714286	2018-03-01 20:52:43
8	10	40	30	10	0.75	2018-03-01 20:57:43
9	12	46	35	11	0.76087	2018-03-01 21:02:43
10	13	52	39	13	0.75	2018-03-01 21:07:43
11	15	57	42	15	0.736842	2018-03-01 21:12:43
12	16	65	49	16	0.753846	2018-03-01 21:17:43
13	18	70	53	17	0.757143	2018-03-01 21:22:43
14	19	73	56	17	0.767123	2018-03-01 21:27:43
15	20	76	59	17	0.776316	2018-03-01 21:32:44
16	22	81	64	17	0.790123	2018-03-01 21:37:44
17	23	84	65	19	0.77381	2018-03-01 21:42:44
18	24	89	70	19	0.786517	2018-03-01 21:47:44
19	25	90	71	19	0.788889	2018-03-01 21:52:44
20	26	98	78	20	0.795918	2018-03-01 21:57:44
21	26	99	78	21	0.787879	2018-03-01 22:02:44
22	26	103	81	22	0.786408	2018-03-01 22:07:45
23	26	106	83	23	0.783019	2018-03-01 22:12:45
24	26	107	84	23	0.785047	2018-03-01 22:17:45
25	27	113	90	23	0.79646	2018-03-01 22:22:45
26	27	116	91	25	0.784483	2018-03-01 22:27:45
27	27	117	92	25	0.786325	2018-03-01 22:32:45
28	27	122	97	25	0.795082	2018-03-01 22:37:45
29	27	122	96	26	0.786885	2018-03-01 22:42:45
30	27	124	98	26	0.790323	2018-03-01 22:47:46
31	28	130	102	28	0.784615	2018-03-01 22:52:46
