SAMPLE RUNNING CHEATING FINISHED
0 0 0 0
1 3 0 0
2 8 0 0
3 10 0 0
4 14 0 0
5 18 0 0
6 25 0 0
7 30 0 0
8 35 0 0
9 39 0 0
10 40 0 3
11 47 0 3
12 51 0 3
13 52 0 5
14 53 0 7
15 58 0 7
16 56 0 11
17 58 0 14
18 59 0 14
19 63 0 18
20 62 0 19
21 63 0 22
22 61 0 26
23 62 0 26
24 64 0 30
25 63 0 32
26 62 0 34
27 65 1 35
28 62 1 38
29 63 1 39
30 63 1 43
