2018-04-13 22:07:48,717 MCT_Divisions INFO     INITIALIZE ALL DIVISIONS!
2018-04-13 22:07:48,723 MCT_Divisions INFO     START A NEW DIVISION IN THE MCT
2018-04-13 22:07:48,723 MCT_Divisions INFO     INITIALIZE DIVISION: 1
2018-04-13 22:07:48,725 MCT_Divisions INFO     START A NEW DIVISION IN THE MCT
2018-04-13 22:07:48,725 MCT_Divisions INFO     INITIALIZE DIVISION: 2
2018-04-13 22:07:48,727 MCT_Divisions INFO     START A NEW DIVISION IN THE MCT
2018-04-13 22:07:48,728 MCT_Divisions INFO     INITIALIZE DIVISION: 3
2018-04-13 22:07:48,730 MCT_Divisions INFO     START THE THRESHOLD MONITOR
2018-04-13 22:07:48,731 MCT_Divisions INFO     INITIALIZE THRESHOLD MONITOR
2018-04-13 22:07:48,802 MCT_Divisions INFO     START THE MANAGER PROCESS
2018-04-13 22:07:48,804 MCT_Divisions INFO     INITIALIZE MANAGER PROCESS
2018-04-13 22:07:48,807 MCT_Divisions INFO     CALCULATE THE GLOBAL FAIRNESS
2018-04-13 22:07:48,838 MCT_Divisions INFO     GLOBAL FAIRNESS: 0.0
2018-04-13 22:12:48,899 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:12:48,897 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:12:48,900 MCT_Divisions INFO     ROUND ENDED DIV: 2
2018-04-13 22:12:48,900 MCT_Divisions INFO     ROUND ENDED DIV: 1
2018-04-13 22:12:48,901 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 2
2018-04-13 22:12:48,901 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 1
2018-04-13 22:12:48,920 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:12:48,921 MCT_Divisions INFO     ROUND ENDED DIV: 3
2018-04-13 22:12:48,921 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 3
2018-04-13 22:12:48,938 MCT_Divisions INFO     CALCULATE THE GLOBAL FAIRNESS
2018-04-13 22:12:48,953 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 2
2018-04-13 22:12:48,954 MCT_Divisions INFO     -------------------------------

2018-04-13 22:12:48,999 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 1
2018-04-13 22:12:49,001 MCT_Divisions INFO     -------------------------------

2018-04-13 22:12:49,072 MCT_Divisions INFO     playerVirtual1 NEW SCORE:3.32
2018-04-13 22:12:49,094 MCT_Divisions INFO     playerVirtual1 NEW HIST:1
2018-04-13 22:12:49,095 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual1', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,096 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,096 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,102 MCT_Divisions INFO     GLOBAL FAIRNESS: 0.0
2018-04-13 22:12:49,106 MCT_Divisions INFO     playerVirtual4 NEW SCORE:4.98
2018-04-13 22:12:49,127 MCT_Divisions INFO     playerVirtual4 NEW HIST:1
2018-04-13 22:12:49,128 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual4', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,128 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,129 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,136 MCT_Divisions INFO     playerVirtual8 NEW SCORE:1.66
2018-04-13 22:12:49,157 MCT_Divisions INFO     playerVirtual8 NEW HIST:1
2018-04-13 22:12:49,161 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 1.66, 'old': 3, 'name': 'playerVirtual8', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,161 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,162 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,167 MCT_Divisions INFO     playerVirtual2 NEW SCORE:3.32
2018-04-13 22:12:49,175 MCT_Divisions INFO     playerVirtual2 NEW HIST:1
2018-04-13 22:12:49,176 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual2', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,177 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,178 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,190 MCT_Divisions INFO     playerVirtual3 NEW SCORE:3.32
2018-04-13 22:12:49,208 MCT_Divisions INFO     playerVirtual3 NEW HIST:1
2018-04-13 22:12:49,209 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual3', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,210 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,211 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,216 MCT_Divisions INFO     playerVirtual6 NEW SCORE:3.32
2018-04-13 22:12:49,234 MCT_Divisions INFO     playerVirtual6 NEW HIST:1
2018-04-13 22:12:49,235 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual6', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,235 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,236 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,241 MCT_Divisions INFO     playerVirtual5 NEW SCORE:3.32
2018-04-13 22:12:49,257 MCT_Divisions INFO     playerVirtual5 NEW HIST:1
2018-04-13 22:12:49,257 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual5', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,259 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,260 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,267 MCT_Divisions INFO     playerVirtual9 NEW SCORE:3.32
2018-04-13 22:12:49,281 MCT_Divisions INFO     playerVirtual9 NEW HIST:1
2018-04-13 22:12:49,282 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual9', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,282 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,282 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,289 MCT_Divisions INFO     playerVirtual7 NEW SCORE:3.32
2018-04-13 22:12:49,304 MCT_Divisions INFO     playerVirtual7 NEW HIST:1
2018-04-13 22:12:49,304 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual7', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,304 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,305 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,311 MCT_Divisions INFO     playerVirtual0 NEW SCORE:3.32
2018-04-13 22:12:49,325 MCT_Divisions INFO     playerVirtual0 NEW HIST:1
2018-04-13 22:12:49,326 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual0', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:12:49,326 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:12:49,326 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:12:49,327 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 3
2018-04-13 22:12:49,327 MCT_Divisions INFO     -------------------------------

2018-04-13 22:17:49,177 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:17:49,179 MCT_Divisions INFO     ROUND ENDED DIV: 2
2018-04-13 22:17:49,179 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 2
2018-04-13 22:17:49,192 MCT_Divisions INFO     CALCULATE THE GLOBAL FAIRNESS
2018-04-13 22:17:49,224 MCT_Divisions INFO     playerVirtual4 NEW SCORE:4.98
2018-04-13 22:17:49,239 MCT_Divisions INFO     playerVirtual4 NEW HIST:2
2018-04-13 22:17:49,240 MCT_Divisions INFO     NEW DATA : {'division': 2, 'playoff': 0, 'score': 4.9799999999999995, 'old': 2, 'name': 'playerVirtual4', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,241 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,242 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,244 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 2
2018-04-13 22:17:49,246 MCT_Divisions INFO     -------------------------------

2018-04-13 22:17:49,253 MCT_Divisions INFO     GLOBAL FAIRNESS: 0.6452
2018-04-13 22:17:49,275 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:17:49,276 MCT_Divisions INFO     ROUND ENDED DIV: 1
2018-04-13 22:17:49,277 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 1
2018-04-13 22:17:49,287 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 1
2018-04-13 22:17:49,288 MCT_Divisions INFO     -------------------------------

2018-04-13 22:17:49,459 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:17:49,461 MCT_Divisions INFO     ROUND ENDED DIV: 3
2018-04-13 22:17:49,462 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 3
2018-04-13 22:17:49,477 MCT_Divisions INFO     playerVirtual1 NEW SCORE:6.64
2018-04-13 22:17:49,486 MCT_Divisions INFO     playerVirtual1 NEW HIST:2
2018-04-13 22:17:49,486 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 6.64, 'old': 3, 'name': 'playerVirtual1', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,487 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,487 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,525 MCT_Divisions INFO     playerVirtual8 NEW SCORE:1.66
2018-04-13 22:17:49,530 MCT_Divisions INFO     playerVirtual8 NEW HIST:2
2018-04-13 22:17:49,530 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 1.66, 'old': 3, 'name': 'playerVirtual8', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,531 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,531 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,538 MCT_Divisions INFO     playerVirtual2 NEW SCORE:6.64
2018-04-13 22:17:49,550 MCT_Divisions INFO     playerVirtual2 NEW HIST:2
2018-04-13 22:17:49,550 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 6.64, 'old': 3, 'name': 'playerVirtual2', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,550 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,551 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,564 MCT_Divisions INFO     playerVirtual3 NEW SCORE:4.98
2018-04-13 22:17:49,571 MCT_Divisions INFO     playerVirtual3 NEW HIST:2
2018-04-13 22:17:49,572 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual3', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,573 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,573 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,580 MCT_Divisions INFO     playerVirtual6 NEW SCORE:3.32
2018-04-13 22:17:49,594 MCT_Divisions INFO     playerVirtual6 NEW HIST:2
2018-04-13 22:17:49,595 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual6', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,595 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,596 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,603 MCT_Divisions INFO     playerVirtual5 NEW SCORE:4.98
2018-04-13 22:17:49,618 MCT_Divisions INFO     playerVirtual5 NEW HIST:2
2018-04-13 22:17:49,618 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual5', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,619 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,619 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,627 MCT_Divisions INFO     playerVirtual9 NEW SCORE:4.98
2018-04-13 22:17:49,639 MCT_Divisions INFO     playerVirtual9 NEW HIST:2
2018-04-13 22:17:49,639 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual9', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,640 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,640 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,660 MCT_Divisions INFO     playerVirtual7 NEW SCORE:4.98
2018-04-13 22:17:49,670 MCT_Divisions INFO     playerVirtual7 NEW HIST:2
2018-04-13 22:17:49,670 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual7', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,671 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,671 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,679 MCT_Divisions INFO     playerVirtual0 NEW SCORE:4.98
2018-04-13 22:17:49,692 MCT_Divisions INFO     playerVirtual0 NEW HIST:2
2018-04-13 22:17:49,693 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 4.9799999999999995, 'old': 3, 'name': 'playerVirtual0', 'fairness': 0.6667, 'enabled': 1, 'history': 2}
2018-04-13 22:17:49,693 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,694 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,700 MCT_Divisions INFO     playerVirtual10 NEW SCORE:3.32
2018-04-13 22:17:49,714 MCT_Divisions INFO     playerVirtual10 NEW HIST:1
2018-04-13 22:17:49,714 MCT_Divisions INFO     NEW DATA : {'division': 3, 'playoff': 0, 'score': 3.32, 'old': 3, 'name': 'playerVirtual10', 'fairness': 0.0, 'enabled': 1, 'history': 1}
2018-04-13 22:17:49,715 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:17:49,715 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:17:49,717 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 3
2018-04-13 22:17:49,719 MCT_Divisions INFO     -------------------------------

2018-04-13 22:22:49,347 MCT_Divisions INFO     CALCULATE THE GLOBAL FAIRNESS
2018-04-13 22:22:49,389 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:22:49,390 MCT_Divisions INFO     ROUND ENDED DIV: 2
2018-04-13 22:22:49,390 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 2
2018-04-13 22:22:49,406 MCT_Divisions INFO     GLOBAL FAIRNESS: 0.7209
2018-04-13 22:22:49,410 MCT_Divisions INFO     
-------------------------------
2018-04-13 22:22:49,411 MCT_Divisions INFO     ROUND ENDED DIV: 1
2018-04-13 22:22:49,412 MCT_Divisions INFO     CALC PLAYER ATTR FROM DIV: 1
2018-04-13 22:22:49,428 MCT_Divisions INFO     NEWS ATTRS CALCULATED TO DIV: 1
2018-04-13 22:22:49,428 MCT_Divisions INFO     -------------------------------

2018-04-13 22:22:49,440 MCT_Divisions INFO     playerVirtual1 NEW SCORE:8.3
2018-04-13 22:22:49,447 MCT_Divisions INFO     playerVirtual1 NEW HIST:3
2018-04-13 22:22:49,447 MCT_Divisions INFO     NEW DATA : {'division': 2, 'playoff': 0, 'score': 8.299999999999999, 'old': 2, 'name': 'playerVirtual1', 'fairness': 0.6, 'enabled': 1, 'history': 3}
2018-04-13 22:22:49,448 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:22:49,448 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:22:49,458 MCT_Divisions INFO     playerVirtual4 NEW SCORE:8.3
2018-04-13 22:22:49,480 MCT_Divisions INFO     playerVirtual4 NEW HIST:3
2018-04-13 22:22:49,481 MCT_Divisions INFO     NEW DATA : {'division': 2, 'playoff': 0, 'score': 8.299999999999999, 'old': 2, 'name': 'playerVirtual4', 'fairness': 0.75, 'enabled': 1, 'history': 3}
2018-04-13 22:22:49,482 MCT_Divisions INFO     START TH REALLOC PROCESS...
2018-04-13 22:22:49,482 MCT_Divisions INFO     NORMAL MODE...
2018-04-13 22:22:49,492 MCT_Divisions INFO     playerVirtual2 NEW SCORE:6.64
