0 0
1 1
1 2
0.833333 3
0.833333 4
0.833333 5
0.714286 6
0.75 7
0.75 8
0.75 9
0.75 10
0.777778 11
0.777778 12
0.777778 13
0.777778 14
0.777778 15
0.777778 16
0.7 17
0.7 18
0.727273 19
0.727273 20
0.727273 21
0.727273 22
0.727273 23
0.75 24
0.75 25
0.75 26
0.75 27
0.75 28
0.75 29
0.75 30
0.75 31
0.75 32
0.769231 33
0.769231 34
0.769231 35
0.785714 36
0.785714 37
0.785714 38
0.785714 39
0.785714 40
0.785714 41
0.785714 42
0.8 43
0.8 44
0.8 45
0.8 46
0.8 47
0.8 48
0.8 49
0.8 50
0.8125 51
0.8125 52
0.8125 53
0.8125 54
0.8125 55
0.8125 56
0.8125 57
0.8125 58
0.8125 59
0.8125 60
0.8125 61
0.8125 62
0.8125 63
0.8125 64
0.8125 65
0.8125 66
0.823529 67
0.823529 68
0.823529 69
0.823529 70
0.823529 71
0.823529 72
0.823529 73
0.823529 74
0.823529 75
0.823529 76
0.833333 77
0.833333 78
0.833333 79
0.833333 80
0.833333 81
0.833333 82
0.833333 83
0.833333 84
0.833333 85
0.833333 86
0.833333 87
0.833333 88
0.842105 89
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
0.842105 90
