0 0
1 1
1 2
0.833333 3
0.714286 4
0.714286 5
0.714286 6
0.714286 7
0.714286 8
0.714286 9
0.75 10
0.75 11
0.75 12
0.75 13
0.75 14
0.75 15
0.666667 16
0.666667 17
0.666667 18
0.666667 19
0.6 20
0.6 21
0.6 22
0.6 23
0.6 24
0.6 25
0.545455 26
0.545455 27
0.5 28
0.5 29
0.5 30
0.5 31
0.5 32
0.5 33
0.461538 34
0.461538 35
0.461538 36
0.461538 37
0.461538 38
0.461538 39
0.461538 40
0.428571 41
0.428571 42
0.428571 43
0.428571 44
0.4 45
0.4 46
0.4 47
0.4 48
0.4 49
0.4 50
0.4 51
0.4 52
0.375 53
0.375 54
0.375 55
0.375 56
0.375 57
0.375 58
0.375 59
0.375 60
0.411765 61
0.411765 62
0.411765 63
0.411765 64
0.444444 65
0.444444 66
0.444444 67
0.444444 68
0.444444 69
0.444444 70
0.444444 71
0.444444 72
0.444444 73
0.444444 74
0.444444 75
0.444444 76
0.444444 77
0.444444 78
0.444444 79
0.444444 80
0.444444 81
0.444444 82
0.444444 83
0.444444 84
0.473684 85
0.473684 86
0.473684 87
0.473684 88
0.473684 89
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
0.473684 90
