NAME HISTORY FAIRNESS MAX_INSTANCE FREERIDERS
 0
playerVirtual6 1 1 99 10
playerVirtual6 2 1 99 10
playerVirtual6 3 1 99 10
playerVirtual6 4 1 99 10
playerVirtual6 5 1 99 10
playerVirtual6 6 1 99 10
playerVirtual6 7 1 99 10
playerVirtual6 8 1 99 10
playerVirtual6 8 1 99 10
playerVirtual6 9 1 99 10
playerVirtual6 10 1 99 10
playerVirtual6 11 1 99 10
playerVirtual6 12 1 99 10
playerVirtual6 13 1 99 10
playerVirtual6 14 1 99 10
playerVirtual6 15 1 99 10
playerVirtual6 16 1 99 10
playerVirtual6 17 1 99 10
playerVirtual6 18 1 99 10
playerVirtual6 19 1 99 10
playerVirtual6 20 1 99 10
playerVirtual6 21 1 99 10
playerVirtual6 22 1 99 10
playerVirtual6 23 1 99 10
playerVirtual6 24 1 99 10
playerVirtual6 25 1 99 10
playerVirtual6 26 1 99 10
playerVirtual6 27 1 99 10
playerVirtual6 28 1 99 10
playerVirtual6 29 1 99 10
